property_id,borough,property_type,level,area_m2,rooms,bathrooms,parking_spots,elevator,balcony,property_condition,estimated_rehab_cost_pct,near_main_avenue,near_metro,price,zone_avg_price_m2,price_m2,relative_price_index,price_bucket,listing_date,sold_date,days_on_market,price_drop_count,final_discount_pct,status
51,Benito Juárez,apartment,PB,96,2.0,1,,0.0,0.0,renovated,0.013811204648912811,0.0,0.0,5747959.924510406,60216.11379110405,59874.5825469834,0.9943282416845189,"(5000000.0, 8000000.0]",2025-05-29,2025-06-27,29,1.0,0.03033569655782726,sold
52,Benito Juárez,apartment,PB,134,3.0,3,1.0,0.0,,renovated,0.01830976595176084,0.0,1.0,7367754.619191505,52186.230167114794,54983.24342680228,1.0535967677820504,"(5000000.0, 8000000.0]",2025-02-28,2025-03-14,14,0.0,0.0,sold
53,Álvaro Obregón,apartment,2,93,2.0,2,1.0,1.0,0.0,fair,0.08426912698091105,1.0,1.0,4518979.866515826,49064.649975126515,48591.18136038523,0.9903501071549209,"(3000000.0, 5000000.0]",2025-05-21,2025-06-13,23,0.0,0.0,sold
54,Miguel Hidalgo,apartment,PB,87,4.0,4,0.0,0.0,0.0,renovated,0.007014236309034203,1.0,1.0,5086002.755636868,62328.84050510202,58459.80178892952,0.9379253859879554,"(5000000.0, 8000000.0]",2025-01-16,2025-02-05,20,0.0,0.0,sold
55,Coyoacán,apartment,1,59,3.0,2,1.0,1.0,1.0,renovated,0.002488751145937127,0.0,1.0,1893448.5195191116,40676.35557749906,32092.34778845952,0.7889681200007024,"(0.0, 3000000.0]",2025-02-08,2025-02-25,17,0.0,0.0,sold
56,Iztapalapa,apartment,PB,65,4.0,4,1.0,0.0,1.0,good,0.03536362445964998,0.0,1.0,1937831.4291269993,28076.730004691657,29812.79121733845,1.061832742358412,"(0.0, 3000000.0]",2025-06-26,2025-07-15,19,0.0,0.0,sold
57,Benito Juárez,apartment,1,104,2.0,3,2.0,1.0,0.0,good,0.030918374994252595,1.0,1.0,4507602.893241333,50446.659043553474,43342.3355119359,0.859171575158545,"(3000000.0, 5000000.0]",2025-01-25,2025-02-08,14,0.0,0.0,sold
58,Álvaro Obregón,apartment,1,65,1.0,1,1.0,1.0,0.0,good,0.039805861080558974,0.0,1.0,3297931.7529887143,44324.71680862709,50737.41158444176,1.1446753693543406,"(3000000.0, 5000000.0]",2025-02-25,2025-03-13,16,0.0,0.0,sold
59,Miguel Hidalgo,apartment,3,87,4.0,4,,,1.0,renovated,0.01761741518397857,1.0,1.0,5771282.434502698,65297.826573074875,66336.57970692756,1.0159079281557744,"(5000000.0, 8000000.0]",2025-04-17,2025-05-01,14,0.0,0.0,sold
60,Álvaro Obregón,apartment,2,84,4.0,3,1.0,0.0,0.0,fair,0.08260172171920792,0.0,1.0,3644955.147644054,45528.16927115996,43392.32318623874,0.9530873716401731,"(3000000.0, 5000000.0]",2025-03-15,2025-03-27,12,0.0,0.0,sold
61,Benito Juárez,apartment,PB,114,2.0,2,1.0,0.0,1.0,renovated,0.0014938883551570803,0.0,1.0,6079778.622479438,51603.57058527028,53331.391425258225,1.0334825830924408,"(5000000.0, 8000000.0]",2025-06-29,2025-07-11,12,0.0,0.0,sold
62,Álvaro Obregón,apartment,1,130,1.0,1,1.0,1.0,0.0,renovated,0.015896190974998586,0.0,1.0,5917761.813796443,51878.896518451635,45521.2447215111,0.8774520619443145,"(5000000.0, 8000000.0]",2025-05-10,2025-05-27,17,,0.0,sold
63,Iztapalapa,apartment,4+,121,4.0,3,1.0,,0.0,good,0.029198184235643444,0.0,1.0,3563591.8777334588,30760.168497698894,29451.172543251727,0.9574450980479807,"(3000000.0, 5000000.0]",2025-01-12,2025-01-27,15,0.0,0.0,sold
64,Miguel Hidalgo,apartment,PB,69,2.0,2,0.0,0.0,0.0,poor,0.12178618924783194,1.0,1.0,4862900.980374542,58898.867506894305,70476.8258025296,1.1965735299457168,"(3000000.0, 5000000.0]",2025-06-25,2025-08-08,44,0.0,0.02233650690332792,sold
65,Benito Juárez,apartment,PB,56,3.0,3,1.0,0.0,0.0,poor,0.14916625787093032,1.0,1.0,2655397.203835762,53849.76557237455,47417.80721135289,0.8805573563291181,"(0.0, 3000000.0]",2025-03-29,2025-04-12,14,0.0,0.0,sold
66,Benito Juárez,apartment,1,71,1.0,1,0.0,1.0,1.0,fair,0.112952009149176,1.0,0.0,2937610.3752991506,49624.62036629938,41374.79401829789,0.833755376119632,"(0.0, 3000000.0]",2025-05-02,2025-05-30,28,1.0,0.008034363594491768,sold
67,Miguel Hidalgo,apartment,PB,115,3.0,2,2.0,,1.0,good,0.05259300454986049,1.0,1.0,7207281.308041913,61689.0771259509,62672.01137427751,1.0159336837916986,"(5000000.0, 8000000.0]",2025-02-27,2025-03-14,15,0.0,0.0,sold
68,Iztapalapa,apartment,1,80,2.0,1,,1.0,1.0,good,0.049771162623798215,1.0,1.0,2568491.797960716,34432.37240575701,32106.147474508947,0.93244075941572,"(0.0, 3000000.0]",2025-02-13,2025-02-27,14,0.0,0.0,sold
69,Miguel Hidalgo,apartment,PB,113,3.0,2,1.0,,0.0,poor,0.1927169069766308,1.0,1.0,5363573.064956732,62428.75732780576,47465.248362448954,0.7603106387848592,"(5000000.0, 8000000.0]",2025-04-27,2025-05-05,8,0.0,0.0,sold
70,Miguel Hidalgo,apartment,4+,120,3.0,3,1.0,1.0,0.0,fair,0.10656001242212576,1.0,1.0,6964145.408820743,69608.33809214465,58034.54507350619,0.8337297896220773,"(5000000.0, 8000000.0]",2025-01-02,2025-01-22,20,0.0,0.0,sold
71,Álvaro Obregón,apartment,2,116,1.0,1,1.0,0.0,1.0,good,0.043536505333624215,0.0,0.0,5942424.321171375,44908.00534443079,51227.79587216703,1.1407274823111238,"(5000000.0, 8000000.0]",2025-04-28,2025-05-24,26,0.0,0.035348386786430104,sold
72,Iztapalapa,apartment,1,134,3.0,3,2.0,1.0,1.0,fair,0.10418412090393843,0.0,,4286266.617735307,30585.272333040124,31987.064311457514,1.0458322542677865,"(3000000.0, 5000000.0]",2025-04-18,2025-05-25,37,0.0,0.034730851220530344,sold
73,Cuauhtémoc,apartment,2,56,1.0,1,0.0,0.0,0.0,fair,0.08384273930786405,0.0,1.0,2546501.0749983946,48692.47688128139,45473.233482114185,0.9338862262641487,"(0.0, 3000000.0]",2025-05-31,2025-07-05,35,0.0,0.020869201865448526,sold
74,Coyoacán,apartment,2,92,1.0,1,1.0,1.0,1.0,fair,0.11208853526265031,0.0,1.0,4445867.612707279,48504.430424677295,48324.64796420955,0.9962934837314102,"(3000000.0, 5000000.0]",2025-04-23,2025-06-09,47,0.0,0.03475619937914873,sold
75,Coyoacán,apartment,1,122,3.0,3,1.0,0.0,1.0,good,0.05483013801349036,1.0,,5643496.101111362,47745.568058918216,46258.16476320788,0.9688473013060631,"(5000000.0, 8000000.0]",2025-03-09,2025-03-30,21,0.0,0.0,sold
76,Miguel Hidalgo,apartment,2,58,3.0,4,1.0,1.0,0.0,good,0.03584690766437021,1.0,0.0,3177237.2507780297,62176.96464726711,54779.9525996212,0.8810329180652432,"(3000000.0, 5000000.0]",2025-02-18,2025-02-25,7,0.0,0.0,sold
77,Benito Juárez,apartment,1,65,3.0,3,1.0,1.0,1.0,fair,0.08281173712715142,1.0,0.0,3284325.807457945,50739.3883734482,50528.08934550684,0.9958356015964133,"(3000000.0, 5000000.0]",2025-06-25,2025-07-19,24,0.0,0.0,sold
78,Iztapalapa,apartment,PB,100,3.0,4,0.0,0.0,1.0,poor,0.21270345447963068,1.0,0.0,3371952.708905801,33856.38758241726,33719.527089058014,0.9959576167709541,"(3000000.0, 5000000.0]",2025-01-27,2025-02-25,29,0.0,0.011394916078476914,sold
79,Álvaro Obregón,apartment,4+,70,1.0,1,1.0,1.0,0.0,renovated,0.003704568930948193,1.0,1.0,3729082.6815568344,45647.61894415252,53272.6097365262,1.167040274361352,"(3000000.0, 5000000.0]",2025-06-21,2025-07-25,34,0.0,0.03262994574017124,sold
80,Álvaro Obregón,apartment,3,101,4.0,4,2.0,,,fair,0.08120528275816308,,,5300297.01421891,47866.35171042908,52478.18825959317,1.0963481941774824,"(5000000.0, 8000000.0]",2025-03-01,2025-03-13,12,0.0,0.0,sold
81,Miguel Hidalgo,apartment,2,128,2.0,2,0.0,1.0,,renovated,0.007818119918110293,0.0,1.0,8697527.10086218,62816.05540094439,67949.43047548579,1.0817207486489866,"(8000000.0, 20000000.0]",2025-03-26,2025-04-29,34,1.0,0.005457590102269325,sold
82,Miguel Hidalgo,apartment,PB,121,2.0,2,1.0,0.0,1.0,fair,0.10635736364696295,1.0,0.0,7043595.289050272,72382.60482074073,58211.53131446506,0.8042199014339002,"(5000000.0, 8000000.0]",2025-04-07,2025-04-28,21,,0.0,sold
83,Cuauhtémoc,apartment,PB,67,3.0,2,2.0,0.0,1.0,good,0.046779478207927605,1.0,1.0,2979703.4852128928,54647.69440858832,44473.18634646109,0.8138163343899788,"(0.0, 3000000.0]",2025-04-08,2025-04-25,17,0.0,0.0,sold
84,Iztapalapa,apartment,2,62,3.0,2,2.0,0.0,,renovated,0.009497730870124373,1.0,1.0,2041684.3689370002,36983.149664037795,32930.39304737097,0.8904161313062067,"(0.0, 3000000.0]",2025-04-25,2025-05-08,13,0.0,0.0,sold
85,Iztapalapa,apartment,3,75,1.0,1,1.0,1.0,0.0,good,0.03523638102043949,,,2677690.1848084237,35105.530111946704,35702.53579744565,1.0170060296367887,"(0.0, 3000000.0]",2025-03-08,2025-03-23,15,0.0,0.0,sold
86,Coyoacán,apartment,3,116,2.0,2,,1.0,1.0,good,0.0352249317390632,0.0,1.0,4901808.900895201,40943.22484708783,42256.97328357932,1.0320870776886284,"(3000000.0, 5000000.0]",2025-03-21,2025-04-06,16,0.0,0.0,sold
87,Coyoacán,apartment,4+,89,,2,1.0,1.0,0.0,good,0.050592392036119815,1.0,1.0,4471135.936485848,44946.061756923824,50237.48243242526,1.1177282384409644,"(3000000.0, 5000000.0]",2025-01-25,2025-02-01,7,,0.0,sold
88,Álvaro Obregón,apartment,PB,62,2.0,2,0.0,0.0,0.0,renovated,6.650122409788129e-06,1.0,,2820782.2656651046,45230.24443287936,45496.48815588879,1.005886409112923,"(0.0, 3000000.0]",2025-05-31,2025-06-14,14,0.0,0.0,sold
89,Cuauhtémoc,apartment,PB,88,2.0,1,2.0,0.0,1.0,good,0.02404183244042587,0.0,0.0,3641049.3488330105,54575.951676808654,41375.5607821933,0.7581280676004283,"(3000000.0, 5000000.0]",2025-04-13,2025-04-28,15,0.0,0.0,sold
90,Benito Juárez,apartment,2,106,2.0,2,2.0,1.0,1.0,renovated,0.01927644550964702,0.0,1.0,4837366.221311957,48968.47620548248,45635.53038973544,0.9319369097424786,"(3000000.0, 5000000.0]",2025-05-29,2025-06-11,13,0.0,0.0,sold
91,Iztapalapa,apartment,3,112,2.0,2,1.0,0.0,0.0,good,0.03997335339914473,0.0,0.0,4301361.858639496,32990.63116506763,38405.016594995504,1.1641188797764177,"(3000000.0, 5000000.0]",2025-06-29,2025-07-31,32,0.0,0.032427437119450654,sold
92,Álvaro Obregón,apartment,PB,92,2.0,3,0.0,0.0,1.0,good,0.03012233731203138,1.0,0.0,4313909.915474239,46993.79999441356,46890.32516819825,0.9977981174915072,"(3000000.0, 5000000.0]",2025-01-08,2025-01-28,20,0.0,0.0,sold
93,Cuauhtémoc,apartment,2,71,1.0,1,0.0,1.0,0.0,good,0.0204843390093955,0.0,1.0,3018048.079879878,43962.31234637295,42507.71943492786,0.9669127297039211,"(3000000.0, 5000000.0]",2025-05-23,2025-06-22,30,,0.013988129189833982,sold
94,Cuauhtémoc,apartment,1,61,3.0,3,1.0,0.0,0.0,renovated,0.01951981699197585,0.0,1.0,3018885.7989038387,55195.2452993882,49489.93112957112,0.8966339557171907,"(3000000.0, 5000000.0]",2025-04-15,2025-04-26,11,0.0,0.0,sold
95,Benito Juárez,apartment,2,64,3.0,3,2.0,1.0,1.0,good,,,0.0,3549626.8420450087,51887.020917039044,55462.91940695326,1.068917012900618,"(3000000.0, 5000000.0]",2025-04-24,2025-05-02,8,0.0,0.0,sold
96,Iztapalapa,apartment,PB,84,4.0,4,1.0,0.0,1.0,renovated,0.004421267429074569,0.0,1.0,1916897.2491191397,27013.418205897822,22820.205346656425,0.8447729632999242,"(0.0, 3000000.0]",2025-03-27,2025-04-11,15,0.0,0.0,sold
97,Iztapalapa,apartment,1,81,4.0,4,0.0,1.0,1.0,good,0.043086911331502,1.0,0.0,2465803.165515847,33023.201156486764,30442.014389084532,0.9218371727449806,"(0.0, 3000000.0]",2025-04-18,2025-05-15,27,,0.032470088674628396,sold
98,Álvaro Obregón,apartment,3,57,4.0,3,1.0,1.0,1.0,fair,,1.0,0.0,2280119.7801011386,44161.583712346444,40002.10140528314,0.905812202430131,"(0.0, 3000000.0]",2025-03-16,2025-04-23,38,,0.01471763005208338,sold
99,Cuauhtémoc,apartment,2,137,4.0,4,1.0,1.0,0.0,renovated,0.015883946625541684,1.0,1.0,7787836.728116468,49575.752363847845,56845.523562893926,1.1466396545168203,"(5000000.0, 8000000.0]",2025-01-04,2025-01-19,15,0.0,0.0,sold
100,Álvaro Obregón,apartment,2,68,3.0,2,0.0,1.0,1.0,poor,0.15221080042291854,1.0,0.0,3044983.5701396684,41991.25631392473,44779.17014911277,1.066392722674114,"(3000000.0, 5000000.0]",2025-04-04,2025-05-06,32,0.0,0.014938503845766938,sold
101,Benito Juárez,apartment,1,101,4.0,4,1.0,1.0,0.0,good,0.04351077443448793,1.0,1.0,4818210.199918137,48492.03588613803,47705.051484337986,0.9837708525241562,"(3000000.0, 5000000.0]",2025-04-17,2025-04-26,9,0.0,0.0,sold
102,Benito Juárez,apartment,1,124,3.0,3,2.0,1.0,1.0,good,0.02533919889663775,,1.0,5822871.542440313,47114.202608650456,46958.641471292845,0.9966982113939238,"(5000000.0, 8000000.0]",2025-05-09,2025-05-31,22,0.0,0.0,sold
103,Benito Juárez,apartment,PB,111,3.0,3,2.0,0.0,0.0,poor,0.21062545805210367,0.0,0.0,5326787.7763714455,50068.42736689054,47989.07906640942,0.958469869939311,"(5000000.0, 8000000.0]",2025-02-13,2025-03-05,20,0.0,0.0,sold
