property_id,borough,property_type,level,area_m2,rooms,bathrooms,parking_spots,elevator,balcony,property_condition,estimated_rehab_cost_pct,near_main_avenue,near_metro,price,zone_avg_price_m2,price_m2,relative_price_index,price_bucket,listing_date,sold_date,days_on_market,price_drop_count,final_discount_pct,status
15,Álvaro Obregón,apartment,1,104,4,4,1,1,1,renovated,0.0115656028199234,0,1,3530865.64071737,42599.00385015656,33950.63116074394,0.7969818092499636,"(3000000.0, 5000000.0]",2025-03-04,2025-03-18,14,0,0.0,sold
16,Iztapalapa,apartment,3,76,3,2,0,0,0,fair,0.065120847899626,1,0,2926902.0675402605,30631.263380863835,38511.86930974027,1.2572732907190391,"(0.0, 3000000.0]",2025-05-04,2025-06-11,38,1,0.0390340831785013,sold
17,Miguel Hidalgo,apartment,PB,117,2,2,1,0,0,poor,0.211521372762648,1,0,7034666.016688968,65030.49477117577,60125.350569991184,0.9245716303029152,"(5000000.0, 8000000.0]",2025-03-10,2025-03-26,16,0,0.0,sold
18,Iztapalapa,apartment,PB,121,2,2,1,0,0,poor,0.0,0,1,3857616.4318581214,37746.704911387045,31881.12753601753,0.8446069030624168,"(3000000.0, 5000000.0]",2025-04-11,2025-04-25,14,0,0.0,sold
19,Miguel Hidalgo,apartment,1,88,2,1,2,1,1,good,0.0520379717872959,1,1,6873710.820416925,67406.7247289236,78110.3502320105,1.1587916568581484,"(5000000.0, 8000000.0]",2025-01-12,2025-02-09,28,1,0.0328255790297582,sold
20,Cuauhtémoc,apartment,PB,119,4,4,0,0,0,poor,0.1271188648460229,0,1,5619555.1577862445,50817.13176800532,47223.15258643903,0.9292762291666946,"(5000000.0, 8000000.0]",2025-03-16,2025-04-25,40,0,0.027869486614566,sold
21,Álvaro Obregón,apartment,4+,90,2,2,2,1,1,good,0.0500348427116598,0,1,3776728.539065887,44675.716920551255,41963.65043406541,0.9392943936118848,"(3000000.0, 5000000.0]",2025-03-27,2025-04-16,20,0,0.0,sold
22,Álvaro Obregón,apartment,3,113,1,1,2,0,1,fair,0.0655022488355088,1,1,4884145.370953076,45075.613829877926,43222.52540666438,0.9588893358123224,"(3000000.0, 5000000.0]",2025-02-11,2025-02-26,15,0,0.0,sold
23,Miguel Hidalgo,apartment,4+,59,3,3,1,1,1,good,0.055675876351071,1,0,3272065.091032754,60363.86187932989,55458.73035648736,0.9187405946185466,"(3000000.0, 5000000.0]",2025-05-16,2025-05-24,8,0,0.0,sold
24,Álvaro Obregón,apartment,2,119,4,4,0,1,0,fair,0.0798151517411459,0,1,6322463.480052715,45284.4324512786,53129.94521052702,1.1732496651622917,"(5000000.0, 8000000.0]",2025-05-07,2025-05-30,23,1,0.0306877941243428,sold
25,Benito Juárez,apartment,1,116,2,2,0,1,1,good,0.0567646286111463,1,0,7312930.596185878,55495.112022598245,63042.50513953343,1.1360010430082887,"(5000000.0, 8000000.0]",2025-05-23,2025-06-24,32,0,0.0086723642634596,sold
26,Benito Juárez,apartment,1,108,3,4,0,1,0,renovated,0.0116731222370174,1,0,4402176.824207926,52903.578948035145,40760.89652044376,0.7704752179522939,"(3000000.0, 5000000.0]",2025-06-06,2025-06-22,16,0,0.0,sold
27,Álvaro Obregón,apartment,1,110,4,4,0,1,1,renovated,0.0012702365918,0,1,5400173.04558514,40247.16045472569,49092.48223259218,1.2197750519025226,"(5000000.0, 8000000.0]",2025-01-23,2025-03-01,37,1,0.0365266300903057,sold
28,Álvaro Obregón,apartment,1,107,4,4,0,1,0,poor,0.1818128240457895,0,1,6584634.346788354,51881.50658343395,61538.63875503135,1.1861382370627027,"(5000000.0, 8000000.0]",2025-02-23,2025-04-19,55,2,0.0911308900191124,sold
29,Coyoacán,apartment,2,111,3,3,1,1,1,good,0.042192624341689,0,1,5757970.501538698,50859.94022303582,51873.60812197025,1.0199305759009782,"(5000000.0, 8000000.0]",2025-03-20,2025-04-05,16,0,0.0,sold
30,Coyoacán,apartment,PB,84,3,4,2,0,0,renovated,0.0126680170863345,0,1,4424565.979046934,53461.93364629146,52673.40451246351,0.9852506432138252,"(3000000.0, 5000000.0]",2025-05-31,2025-06-14,14,0,0.0,sold
31,Cuauhtémoc,apartment,2,58,2,3,1,0,0,fair,0.0653221520254233,0,0,2648380.124903677,51466.392984387385,45661.7262914427,0.8872144256407173,"(0.0, 3000000.0]",2025-03-14,2025-04-14,31,0,0.0276157931451746,sold
32,Miguel Hidalgo,apartment,4+,101,3,2,2,1,1,poor,0.140934932333671,1,0,5067321.469049782,54250.18611557352,50171.4996935622,0.9248170980773748,"(5000000.0, 8000000.0]",2025-04-19,2025-04-26,7,0,0.0,sold
33,Miguel Hidalgo,apartment,1,72,2,2,0,0,0,fair,0.1134316368443937,0,0,4688052.459770964,62767.47342266768,65111.83971904118,1.0373500185452242,"(3000000.0, 5000000.0]",2025-02-03,2025-03-09,34,0,0.0214842616727419,sold
34,Benito Juárez,apartment,2,137,2,2,2,1,0,fair,0.0819214091804434,1,0,8133777.922222933,58156.56761778252,59370.641768050606,1.0208759595003485,"(8000000.0, 20000000.0]",2025-03-16,2025-04-03,18,0,0.0,sold
35,Coyoacán,apartment,1,116,4,4,1,0,0,renovated,0.0,1,1,6179232.53988949,53749.81873296251,53269.246033530086,0.9910590824162592,"(5000000.0, 8000000.0]",2025-04-10,2025-04-20,10,0,0.0,sold
36,Álvaro Obregón,apartment,PB,57,1,1,0,0,0,renovated,0.0094315237710031,1,0,2063388.9134568835,45963.87359653174,36199.80549924357,0.7875708173989729,"(0.0, 3000000.0]",2025-02-18,2025-02-28,10,0,0.0,sold
37,Álvaro Obregón,apartment,2,63,2,2,2,1,1,poor,0.2025132676692797,1,1,2707599.205112283,46336.12514413671,42977.765160512434,0.9275217775941016,"(0.0, 3000000.0]",2025-02-11,2025-02-24,13,0,0.0,sold
39,Álvaro Obregón,apartment,PB,81,3,2,1,0,0,good,0.0528502921868805,1,1,4126347.4773254064,51140.96949361567,50942.561448461805,0.9961203698889864,"(3000000.0, 5000000.0]",2025-01-05,2025-01-25,20,0,0.0,sold
40,Álvaro Obregón,apartment,2,101,2,2,0,1,1,good,0.0369438744968193,1,1,4784098.846154225,43399.30479031569,47367.31530845768,1.09143027837228,"(3000000.0, 5000000.0]",2025-04-21,2025-05-27,36,0,0.0040317841206354,sold
41,Coyoacán,apartment,2,122,3,2,1,0,0,fair,0.067368646910744,0,1,5463306.265756781,43708.02589918738,44781.198899645744,1.0245532251429896,"(5000000.0, 8000000.0]",2025-01-01,2025-01-17,16,0,0.0,sold
42,Iztapalapa,apartment,2,109,2,2,1,1,1,fair,0.115377613907909,0,0,3444805.751625083,31003.42222917762,31603.72249197324,1.0193623871054682,"(3000000.0, 5000000.0]",2025-06-01,2025-07-10,39,0,0.0365099785151651,sold
43,Benito Juárez,apartment,PB,87,2,2,1,0,0,good,0.0598749700738378,1,0,3524826.576587926,40780.95156536306,40515.24800675777,0.9934846160178626,"(3000000.0, 5000000.0]",2025-06-28,2025-07-10,12,0,0.0,sold
44,Cuauhtémoc,apartment,PB,110,4,4,0,0,1,good,0.0376305098775291,0,1,4779235.699037748,50597.14625388992,43447.59726397953,0.8586965961670076,"(3000000.0, 5000000.0]",2025-05-09,2025-05-24,15,0,0.0,sold
45,Álvaro Obregón,apartment,PB,64,2,2,1,0,1,fair,0.0738644877952842,1,0,2841156.023063343,45395.03750107605,44393.062860364735,0.9779276613509226,"(0.0, 3000000.0]",2025-03-08,2025-03-23,15,0,0.0,sold
46,Cuauhtémoc,apartment,3,62,1,1,1,1,0,renovated,0.0041577251029205,0,0,2452993.7446578294,49478.619416051166,39564.4152364166,0.799626499351792,"(0.0, 3000000.0]",2025-01-02,2025-01-24,22,0,0.0,sold
47,Benito Juárez,apartment,1,56,2,1,2,1,1,renovated,0.0197073462448346,0,1,3141463.239114981,49825.4722346408,56097.55784133895,1.1258811071004269,"(3000000.0, 5000000.0]",2025-04-24,2025-05-03,9,0,0.0,sold
48,Cuauhtémoc,apartment,1,135,2,2,1,1,1,poor,0.1472307326519369,1,0,5377272.972791073,49514.213442062646,39831.65165030424,0.8044488416828408,"(5000000.0, 8000000.0]",2025-05-02,2025-06-09,38,0,0.0260568155340745,sold
49,Coyoacán,apartment,3,66,3,3,1,1,0,good,0.0508394370214191,0,1,3538825.62121415,47962.67180102017,53618.57001839621,1.1179229180734618,"(3000000.0, 5000000.0]",2025-06-13,2025-06-27,14,0,0.0,sold
50,Benito Juárez,apartment,2,113,2,2,1,1,0,renovated,0.0119368569783377,0,0,7332328.79443632,57023.583428989885,64887.86543748956,1.137912799154281,"(5000000.0, 8000000.0]",2025-01-17,2025-02-16,30,0,0.0030055112694323,sold
51,Benito Juárez,apartment,PB,96,2,1,0,0,0,renovated,0.0138112046489128,0,0,5747959.924510406,60216.11379110405,59874.5825469834,0.9943282416845188,"(5000000.0, 8000000.0]",2025-05-29,2025-06-27,29,1,0.0303356965578272,sold
52,Benito Juárez,apartment,PB,134,3,3,1,0,0,renovated,0.0183097659517608,0,1,7367754.619191505,52186.2301671148,54983.24342680228,1.0535967677820504,"(5000000.0, 8000000.0]",2025-02-28,2025-03-14,14,0,0.0,sold
53,Álvaro Obregón,apartment,2,93,2,2,1,1,0,fair,0.084269126980911,1,1,4518979.866515826,49064.64997512652,48591.18136038523,0.9903501071549208,"(3000000.0, 5000000.0]",2025-05-21,2025-06-13,23,0,0.0,sold
54,Miguel Hidalgo,apartment,PB,87,4,4,0,0,0,renovated,0.0070142363090342,1,1,5086002.755636868,62328.84050510202,58459.80178892952,0.9379253859879554,"(5000000.0, 8000000.0]",2025-01-16,2025-02-05,20,0,0.0,sold
55,Coyoacán,apartment,1,59,3,2,1,1,1,renovated,0.0024887511459371,0,1,1893448.519519112,40676.35557749906,32092.34778845952,0.7889681200007024,"(0.0, 3000000.0]",2025-02-08,2025-02-25,17,0,0.0,sold
56,Iztapalapa,apartment,PB,65,4,4,1,0,1,good,0.0353636244596499,0,1,1937831.4291269996,28076.730004691657,29812.79121733845,1.061832742358412,"(0.0, 3000000.0]",2025-06-26,2025-07-15,19,0,0.0,sold
57,Benito Juárez,apartment,1,104,2,3,2,1,0,good,0.0309183749942525,1,1,4507602.893241333,50446.659043553474,43342.3355119359,0.859171575158545,"(3000000.0, 5000000.0]",2025-01-25,2025-02-08,14,0,0.0,sold
58,Álvaro Obregón,apartment,1,65,1,1,1,1,0,good,0.0398058610805589,0,1,3297931.7529887143,44324.71680862709,50737.41158444176,1.1446753693543406,"(3000000.0, 5000000.0]",2025-02-25,2025-03-13,16,0,0.0,sold
59,Miguel Hidalgo,apartment,3,87,4,4,0,0,1,renovated,0.0176174151839785,1,1,5771282.434502698,65297.82657307488,66336.57970692756,1.0159079281557744,"(5000000.0, 8000000.0]",2025-04-17,2025-05-01,14,0,0.0,sold
60,Álvaro Obregón,apartment,2,84,4,3,1,0,0,fair,0.0826017217192079,0,1,3644955.147644054,45528.16927115996,43392.32318623874,0.9530873716401732,"(3000000.0, 5000000.0]",2025-03-15,2025-03-27,12,0,0.0,sold
61,Benito Juárez,apartment,PB,114,2,2,1,0,1,renovated,0.001493888355157,0,1,6079778.622479438,51603.57058527028,53331.39142525823,1.0334825830924408,"(5000000.0, 8000000.0]",2025-06-29,2025-07-11,12,0,0.0,sold
62,Álvaro Obregón,apartment,1,130,1,1,1,1,0,renovated,0.0158961909749985,0,1,5917761.813796443,51878.89651845164,45521.2447215111,0.8774520619443145,"(5000000.0, 8000000.0]",2025-05-10,2025-05-27,17,0,0.0,sold
63,Iztapalapa,apartment,4+,121,4,3,1,0,0,good,0.0291981842356434,0,1,3563591.8777334588,30760.16849769889,29451.172543251727,0.9574450980479808,"(3000000.0, 5000000.0]",2025-01-12,2025-01-27,15,0,0.0,sold
64,Miguel Hidalgo,apartment,PB,69,2,2,0,0,0,poor,0.1217861892478319,1,1,4862900.980374542,58898.86750689431,70476.8258025296,1.1965735299457168,"(3000000.0, 5000000.0]",2025-06-25,2025-08-08,44,0,0.0223365069033279,sold
65,Benito Juárez,apartment,PB,56,3,3,1,0,0,poor,0.1491662578709303,1,1,2655397.203835762,53849.76557237455,47417.80721135289,0.8805573563291181,"(0.0, 3000000.0]",2025-03-29,2025-04-12,14,0,0.0,sold
66,Benito Juárez,apartment,1,71,1,1,0,1,1,fair,0.112952009149176,1,0,2937610.3752991506,49624.62036629938,41374.79401829789,0.833755376119632,"(0.0, 3000000.0]",2025-05-02,2025-05-30,28,1,0.0080343635944917,sold
67,Miguel Hidalgo,apartment,PB,115,3,2,2,0,1,good,0.0525930045498604,1,1,7207281.308041913,61689.0771259509,62672.01137427751,1.0159336837916986,"(5000000.0, 8000000.0]",2025-02-27,2025-03-14,15,0,0.0,sold
68,Iztapalapa,apartment,1,80,2,1,0,1,1,good,0.0497711626237982,1,1,2568491.797960716,34432.37240575701,32106.147474508947,0.93244075941572,"(0.0, 3000000.0]",2025-02-13,2025-02-27,14,0,0.0,sold
69,Miguel Hidalgo,apartment,PB,113,3,2,1,0,0,poor,0.1927169069766308,1,1,5363573.064956732,62428.75732780576,47465.24836244896,0.7603106387848592,"(5000000.0, 8000000.0]",2025-04-27,2025-05-05,8,0,0.0,sold
70,Miguel Hidalgo,apartment,4+,120,3,3,1,1,0,fair,0.1065600124221257,1,1,6964145.408820743,69608.33809214465,58034.54507350619,0.8337297896220773,"(5000000.0, 8000000.0]",2025-01-02,2025-01-22,20,0,0.0,sold
71,Álvaro Obregón,apartment,2,116,1,1,1,0,1,good,0.0435365053336242,0,0,5942424.321171375,44908.00534443079,51227.79587216703,1.1407274823111238,"(5000000.0, 8000000.0]",2025-04-28,2025-05-24,26,0,0.0353483867864301,sold
72,Iztapalapa,apartment,1,134,3,3,2,1,1,fair,0.1041841209039384,0,0,4286266.617735307,30585.272333040124,31987.064311457518,1.0458322542677865,"(3000000.0, 5000000.0]",2025-04-18,2025-05-25,37,0,0.0347308512205303,sold
73,Cuauhtémoc,apartment,2,56,1,1,0,0,0,fair,0.083842739307864,0,1,2546501.0749983946,48692.47688128139,45473.233482114185,0.9338862262641489,"(0.0, 3000000.0]",2025-05-31,2025-07-05,35,0,0.0208692018654485,sold
74,Coyoacán,apartment,2,92,1,1,1,1,1,fair,0.1120885352626503,0,1,4445867.612707279,48504.430424677295,48324.64796420955,0.9962934837314102,"(3000000.0, 5000000.0]",2025-04-23,2025-06-09,47,0,0.0347561993791487,sold
75,Coyoacán,apartment,1,122,3,3,1,0,1,good,0.0548301380134903,1,0,5643496.101111362,47745.568058918216,46258.16476320788,0.9688473013060632,"(5000000.0, 8000000.0]",2025-03-09,2025-03-30,21,0,0.0,sold
76,Miguel Hidalgo,apartment,2,58,3,4,1,1,0,good,0.0358469076643702,1,0,3177237.2507780297,62176.96464726711,54779.9525996212,0.8810329180652432,"(3000000.0, 5000000.0]",2025-02-18,2025-02-25,7,0,0.0,sold
77,Benito Juárez,apartment,1,65,3,3,1,1,1,fair,0.0828117371271514,1,0,3284325.807457945,50739.3883734482,50528.08934550684,0.9958356015964132,"(3000000.0, 5000000.0]",2025-06-25,2025-07-19,24,0,0.0,sold
78,Iztapalapa,apartment,PB,100,3,4,0,0,1,poor,0.2127034544796306,1,0,3371952.708905801,33856.38758241726,33719.527089058014,0.995957616770954,"(3000000.0, 5000000.0]",2025-01-27,2025-02-25,29,0,0.0113949160784769,sold
79,Álvaro Obregón,apartment,4+,70,1,1,1,1,0,renovated,0.0037045689309481,1,1,3729082.6815568334,45647.61894415252,53272.6097365262,1.167040274361352,"(3000000.0, 5000000.0]",2025-06-21,2025-07-25,34,0,0.0326299457401712,sold
80,Álvaro Obregón,apartment,3,101,4,4,2,0,0,fair,0.081205282758163,0,0,5300297.01421891,47866.35171042908,52478.18825959317,1.0963481941774824,"(5000000.0, 8000000.0]",2025-03-01,2025-03-13,12,0,0.0,sold
81,Miguel Hidalgo,apartment,2,128,2,2,0,1,0,renovated,0.0078181199181102,0,1,8697527.10086218,62816.05540094439,67949.43047548579,1.0817207486489866,"(8000000.0, 20000000.0]",2025-03-26,2025-04-29,34,1,0.0054575901022693,sold
82,Miguel Hidalgo,apartment,PB,121,2,2,1,0,1,fair,0.1063573636469629,1,0,7043595.289050272,72382.60482074073,58211.53131446506,0.8042199014339002,"(5000000.0, 8000000.0]",2025-04-07,2025-04-28,21,0,0.0,sold
83,Cuauhtémoc,apartment,PB,67,3,2,2,0,1,good,0.0467794782079276,1,1,2979703.4852128928,54647.69440858832,44473.18634646109,0.8138163343899788,"(0.0, 3000000.0]",2025-04-08,2025-04-25,17,0,0.0,sold
84,Iztapalapa,apartment,2,62,3,2,2,0,0,renovated,0.0094977308701243,1,1,2041684.368937,36983.1496640378,32930.39304737097,0.8904161313062067,"(0.0, 3000000.0]",2025-04-25,2025-05-08,13,0,0.0,sold
85,Iztapalapa,apartment,3,75,1,1,1,1,0,good,0.0352363810204394,0,0,2677690.184808424,35105.530111946704,35702.53579744565,1.0170060296367889,"(0.0, 3000000.0]",2025-03-08,2025-03-23,15,0,0.0,sold
86,Coyoacán,apartment,3,116,2,2,0,1,1,good,0.0352249317390632,0,1,4901808.900895201,40943.22484708783,42256.97328357932,1.0320870776886284,"(3000000.0, 5000000.0]",2025-03-21,2025-04-06,16,0,0.0,sold
88,Álvaro Obregón,apartment,PB,62,2,2,0,0,0,renovated,6.650122409788129e-06,1,0,2820782.2656651046,45230.24443287936,45496.48815588879,1.005886409112923,"(0.0, 3000000.0]",2025-05-31,2025-06-14,14,0,0.0,sold
89,Cuauhtémoc,apartment,PB,88,2,1,2,0,1,good,0.0240418324404258,0,0,3641049.3488330105,54575.951676808654,41375.5607821933,0.7581280676004283,"(3000000.0, 5000000.0]",2025-04-13,2025-04-28,15,0,0.0,sold
90,Benito Juárez,apartment,2,106,2,2,2,1,1,renovated,0.019276445509647,0,1,4837366.221311957,48968.47620548248,45635.53038973544,0.9319369097424786,"(3000000.0, 5000000.0]",2025-05-29,2025-06-11,13,0,0.0,sold
91,Iztapalapa,apartment,3,112,2,2,1,0,0,good,0.0399733533991447,0,0,4301361.858639496,32990.63116506763,38405.016594995504,1.1641188797764177,"(3000000.0, 5000000.0]",2025-06-29,2025-07-31,32,0,0.0324274371194506,sold
92,Álvaro Obregón,apartment,PB,92,2,3,0,0,1,good,0.0301223373120313,1,0,4313909.915474239,46993.79999441356,46890.32516819825,0.9977981174915072,"(3000000.0, 5000000.0]",2025-01-08,2025-01-28,20,0,0.0,sold
93,Cuauhtémoc,apartment,2,71,1,1,0,1,0,good,0.0204843390093955,0,1,3018048.079879878,43962.31234637295,42507.71943492786,0.9669127297039212,"(3000000.0, 5000000.0]",2025-05-23,2025-06-22,30,0,0.0139881291898339,sold
94,Cuauhtémoc,apartment,1,61,3,3,1,0,0,renovated,0.0195198169919758,0,1,3018885.7989038387,55195.2452993882,49489.93112957112,0.8966339557171907,"(3000000.0, 5000000.0]",2025-04-15,2025-04-26,11,0,0.0,sold
95,Benito Juárez,apartment,2,64,3,3,2,1,1,good,0.0,0,0,3549626.8420450087,51887.02091703904,55462.91940695326,1.068917012900618,"(3000000.0, 5000000.0]",2025-04-24,2025-05-02,8,0,0.0,sold
96,Iztapalapa,apartment,PB,84,4,4,1,0,1,renovated,0.0044212674290745,0,1,1916897.24911914,27013.418205897822,22820.205346656425,0.8447729632999242,"(0.0, 3000000.0]",2025-03-27,2025-04-11,15,0,0.0,sold
97,Iztapalapa,apartment,1,81,4,4,0,1,1,good,0.043086911331502,1,0,2465803.165515847,33023.201156486764,30442.01438908453,0.9218371727449806,"(0.0, 3000000.0]",2025-04-18,2025-05-15,27,0,0.0324700886746283,sold
98,Álvaro Obregón,apartment,3,57,4,3,1,1,1,fair,0.0,1,0,2280119.7801011386,44161.583712346444,40002.10140528314,0.905812202430131,"(0.0, 3000000.0]",2025-03-16,2025-04-23,38,0,0.0147176300520833,sold
99,Cuauhtémoc,apartment,2,137,4,4,1,1,0,renovated,0.0158839466255416,1,1,7787836.728116468,49575.752363847845,56845.523562893926,1.1466396545168205,"(5000000.0, 8000000.0]",2025-01-04,2025-01-19,15,0,0.0,sold
100,Álvaro Obregón,apartment,2,68,3,2,0,1,1,poor,0.1522108004229185,1,0,3044983.5701396684,41991.25631392473,44779.17014911277,1.066392722674114,"(3000000.0, 5000000.0]",2025-04-04,2025-05-06,32,0,0.0149385038457669,sold
101,Benito Juárez,apartment,1,101,4,4,1,1,0,good,0.0435107744344879,1,1,4818210.199918137,48492.03588613803,47705.05148433799,0.9837708525241562,"(3000000.0, 5000000.0]",2025-04-17,2025-04-26,9,0,0.0,sold
102,Benito Juárez,apartment,1,124,3,3,2,1,1,good,0.0253391988966377,0,1,5822871.542440313,47114.202608650456,46958.641471292845,0.9966982113939238,"(5000000.0, 8000000.0]",2025-05-09,2025-05-31,22,0,0.0,sold
103,Benito Juárez,apartment,PB,111,3,3,2,0,0,poor,0.2106254580521036,0,0,5326787.7763714455,50068.42736689054,47989.07906640942,0.958469869939311,"(5000000.0, 8000000.0]",2025-02-13,2025-03-05,20,0,0.0,sold
104,Benito Juárez,apartment,2,99,4,3,1,1,1,fair,0.0928992350235854,0,0,5737272.884466854,50872.12581966291,57952.25135825105,1.1391749494347168,"(5000000.0, 8000000.0]",2025-06-14,2025-07-16,32,0,0.0249770178588691,sold
105,Miguel Hidalgo,apartment,1,103,2,3,1,0,0,poor,0.1761222788282525,0,1,6188435.553852651,55978.80968834995,60081.8985810937,1.073297180050573,"(5000000.0, 8000000.0]",2025-04-08,2025-05-11,33,1,0.0217415286937058,sold
106,Benito Juárez,apartment,2,128,2,3,2,1,1,good,0.0383695951038783,1,0,6229004.745056453,52633.63253647875,48664.09957075354,0.9245818163324744,"(5000000.0, 8000000.0]",2025-05-15,2025-06-01,17,0,0.0,sold
107,Álvaro Obregón,apartment,3,69,2,3,2,1,1,fair,0.0878358826087399,1,0,2643594.3050208697,43262.12332014468,38312.96094233145,0.8856005670089546,"(0.0, 3000000.0]",2025-06-29,2025-07-10,11,0,0.0,sold
108,Benito Juárez,apartment,PB,104,1,1,0,0,0,poor,0.1512349101885513,1,0,3615569.830089328,51977.54691433602,34765.0945200897,0.6688483120872539,"(3000000.0, 5000000.0]",2025-03-21,2025-05-01,41,0,0.0066413725366478,sold
109,Cuauhtémoc,apartment,1,94,3,3,0,0,0,good,0.0495892132834216,1,1,4833589.022707931,53155.597192133806,51421.15981604181,0.9673705598711876,"(3000000.0, 5000000.0]",2025-01-21,2025-02-04,14,0,0.0,sold
110,Iztapalapa,apartment,2,67,2,3,2,1,0,poor,0.1409752947683681,0,1,2323474.958349186,32775.99478167512,34678.73072162964,1.0580527289142214,"(0.0, 3000000.0]",2025-05-01,2025-06-03,33,0,0.0303832964045852,sold
111,Cuauhtémoc,apartment,1,127,2,2,2,1,1,fair,0.08087648469493,0,0,7060809.184917664,51106.83617561994,55596.92271588712,1.087856867618214,"(5000000.0, 8000000.0]",2025-05-19,2025-06-30,42,0,0.0336579021233904,sold
112,Iztapalapa,apartment,PB,69,2,1,1,0,0,fair,0.1195045570300703,1,0,2734655.481657762,35894.56909292147,39632.68813996757,1.1041416331637557,"(0.0, 3000000.0]",2025-01-21,2025-02-22,32,0,0.0144151127972139,sold
113,Cuauhtémoc,apartment,PB,68,4,4,2,0,1,renovated,0.0045346076584702,1,0,3828580.8632814586,47987.41899239368,56302.659754139095,1.1732795998689456,"(3000000.0, 5000000.0]",2025-03-25,2025-04-23,29,0,0.0320941731663705,sold
114,Benito Juárez,apartment,PB,79,2,1,0,0,1,good,0.0448537798901411,1,1,4282073.515701982,50736.954505919726,54203.46222407572,1.0683231335406926,"(3000000.0, 5000000.0]",2025-01-19,2025-02-11,23,0,0.0,sold
116,Álvaro Obregón,apartment,4+,116,3,2,1,1,0,renovated,0.0133840052587615,1,1,5055865.213190949,40416.62483072688,43585.04494130128,1.0783939807899443,"(5000000.0, 8000000.0]",2025-06-24,2025-07-19,25,0,0.0,sold
117,Coyoacán,apartment,2,69,3,4,1,1,1,good,0.0,0,1,3561974.2797510265,46714.90318309133,51622.8156485656,1.105060957661381,"(3000000.0, 5000000.0]",2025-04-15,2025-04-30,15,0,0.0,sold
118,Benito Juárez,apartment,1,126,3,2,1,0,0,good,0.0278439085095357,0,1,6106883.89296792,54294.17916432834,48467.33248387238,0.8926800852293897,"(5000000.0, 8000000.0]",2025-05-21,2025-06-02,12,0,0.0,sold
